movieId,imdbId,tmdbId
3404,46435,16535
3408,195685,462
3409,195714,9532
3412,95800,2383
3418,103074,1541
3421,77975,8469
3422,91939,27995
3424,97216,925
3425,100168,41823
3426,102175,1713
3429,99317,54825
3435,36775,996
3438,100758,1498
3439,103060,1497
3440,108308,1499
3441,87985,1880
3444,92675,11690
3448,93105,801
3450,107050,11520
3451,61735,1879
3452,165929,2085
3461,57261,9960
3462,27977,3082
3466,107091,12187
3468,54997,990
3469,53946,1908
3470,71411,9764
3471,75860,840
3476,99871,2291
3477,112950,13531
3478,93378,16620
3479,89457,526
3481,146882,243
3483,138749,10501
3484,192614,11478
3489,102057,879
3494,65126,17529
3498,77928,11327
3499,100157,1700
3501,89643,34322
3503,69293,593
3504,74958,10774
3505,93640,10083
3506,79640,29786
3507,63374,11356
3508,75029,10747
3510,186151,10559
3511,217756,20697
3512,122459,2621
3513,160797,10479
3515,183503,49721
3519,77572,17339
3521,97940,11305
3524,82031,13665
3525,86927,12309
3526,98067,1552
3527,93773,106
3528,102713,10333
3529,82934,11027
3534,191754,10468
3535,144084,1359
3536,171433,4967
3538,166175,10557
3543,83833,13776
3545,68327,10784
3548,51383,16347
3549,48140,4825
3550,85701,11654
3551,74860,10518
3552,80487,11977
3553,176783,18041
3555,141926,3536
3556,159097,1443
3557,104549,10424
3564,158622,889
3565,198021,10564
3566,189584,15723
3578,172495,98
3591,85970,13105
3593,185183,5491
3594,210616,10560
3599,37514,17889
3608,89791,5683
3614,104438,12518
3615,130623,10567
3616,217630,10642
3617,215129,9285
3618,196216,10569
3623,120755,955
3624,184894,8584
3629,15864,962
3632,39631,30588
3633,64757,668
3635,76752,691
3638,79574,698
3639,71807,682
3646,208003,9600
3649,80365,2768
3654,54953,10911
3668,63518,6003
3671,71230,11072
3672,71206,23069
3675,47673,13368
3676,74486,985
3681,59578,938
3682,70355,10648
3683,86979,11368
3684,97322,10875
3685,89841,2075
3686,99582,1551
3688,84522,10246
3690,89826,23919
3693,90190,15239
3697,100403,169
3698,93894,865
3699,88172,9663
3701,94631,10128
3702,79501,9659
3703,82694,8810
3704,89530,9355
3705,99141,1727
3706,92563,635
3707,91635,10068
3708,87262,11495
3717,187078,9679
3723,99726,10264
3724,77362,31657
3726,74156,17814
3727,93605,11879
3730,71360,592
3735,70666,9040
3740,90728,6978
3741,69762,3133
3742,15648,643
3744,162650,479
3745,120913,7450
3751,120630,7443
3752,183505,2123
3753,187393,2024
3754,131704,17711
3755,177971,2133
3763,89118,9873
3764,101846,16820
3766,87727,15379
3770,87175,24099
3783,159382,12706
3784,219854,4244
3785,175142,4247
3788,60176,1052
3791,87277,1788
3793,120903,36657
3798,161081,2655
3799,210234,12599
3809,103241,10276
3811,80310,13783
3812,68555,11624
3814,73312,11686
3821,144528,12107
3824,174480,10641
3825,200550,6282
3826,164052,9383
3827,186566,5551
3831,195234,2360
3835,106627,33408
3836,65938,11589
3840,95925,26515
3841,99005,11856
3844,98384,10860
3852,234853,20438
3858,173716,14195
3861,191397,10393
3863,209958,8843
3868,95705,37136
3869,102510,37137
3871,46303,3110
3873,59017,11694
3877,88206,9651
3882,204946,1588
3889,144964,12211
3893,171580,10480
3896,202677,1619
3897,181875,786
3910,168629,16
3911,218839,13785
3915,210075,19348
3916,210945,10637
3917,93177,9003
3918,95294,9064
3925,88184,469
3927,60397,2161
3943,215545,24664
3946,208988,10461
3948,212338,1597
3949,180093,641
3950,170691,10687
3952,208874,6521
3955,213790,16888
3959,54387,2134
3967,249462,71
3968,230030,1636
3969,223897,10647
3972,111512,12207
3977,160127,4327
3978,146984,4958
3979,185431,9678
3980,203019,11978
3981,199753,8870
3983,203230,14295
3984,66995,681
3985,74452,11372
3986,216216,8452
3987,186894,10862
3988,170016,8871
3991,211181,10481
3992,213847,10867
3993,180073,10876
3994,217869,9741
3996,190332,146
3997,190374,11849
3998,228750,11983
3999,190865,11678
4002,93748,2609
4005,93428,708
4006,92106,1857
4007,94291,10673
4008,96969,2604
4010,88850,11064
4011,208092,107
4014,241303,392
4015,242423,8859
4016,120917,11688
4017,183659,12509
4018,207201,3981
4019,181536,711
4020,219699,2046
4021,247196,5001
4022,162222,8358
4023,218967,5994
4025,212346,1493
4027,190590,134
4029,120202,21991
4030,219653,10577
4033,146309,11973
4034,181865,1900
4036,189998,10873
4037,93223,26719
4039,83564,15739
4040,101757,15413
4041,84434,2623
4047,107007,10655
4052,218817,9989
4054,206275,9816
4056,237572,5955
4062,95690,11191
4068,186589,16723
4069,209475,2018
4084,92644,96
4085,86960,90
4086,92654,11028
4090,92695,19933
4102,92948,17159
4103,92965,10110
4104,92974,18935
4105,83907,764
4109,93036,15658
4121,93260,2614
4128,93437,1547
4132,93493,10019
4133,93507,11649
4144,118694,843
4148,212985,9740
4149,239948,10878
4153,231775,16300
4155,230838,1921
4158,166276,23685
4159,233142,12138
4161,236493,6073
4167,179626,2749
4178,31742,51802
4203,102005,2453
4205,100140,4587
4210,91474,11454
4211,100486,38718
4214,88000,14052
4215,93857,16889
4220,71771,4985
4223,215750,853
4225,205873,5257
4226,209144,77
4228,125022,10833
4231,244970,12658
4232,227538,10054
4233,246989,10646
4234,236784,2575
4235,245712,55
4238,164334,2043
4239,221027,4133
4241,266860,10991
4246,243155,634
4247,245686,10956
4248,236348,19366
4254,231402,9290
4255,240515,13166
4262,86250,111
4265,132245,10477
4267,203755,2144
4270,209163,1734
4275,85811,849
4280,84917,11307
4291,80319,19494
4299,183790,9476
4304,256408,14268
4306,126029,808
4308,203009,824
4310,213149,676
4321,101587,1406
4322,95082,13554
4326,95647,1632
4327,54047,966
4333,94142,11896
4334,244316,25538
4340,255798,11090
4343,251075,9397
4344,244244,9705
4349,65528,10364
4351,102685,1089
4356,45810,759
4359,48605,10653
4361,84805,9576
4366,230011,10865
4367,146316,1995
4368,240462,10808
4369,232500,9799
4370,212720,644
4372,250224,10691
4378,203119,11826
4380,203632,9301
4383,228786,60670
4386,239395,10992
4387,271027,2140
4388,257106,4248
4396,82136,11286
4406,56217,11697
4427,63227,18988
4437,76786,11906
4446,173840,2114
4447,250494,8835
4448,227445,11371
4450,242193,9517
4452,227005,15745
4464,94606,31052
4465,94608,10868
4467,96764,14506
4474,94715,15592
4477,94744,30502
4487,94889,7520
4489,94898,9602
4498,94963,10651
4499,95031,10141
4508,95243,10130
4509,95253,2617
4519,95489,12144
4526,95687,12120
4544,96101,11966
4545,91949,2605
4546,96163,8740
4553,96256,8337
4558,96320,9493
4564,96794,11352
4571,96928,1648
4587,97257,2210
4591,97289,11828
4616,97722,14621
4621,97778,9494
4623,97815,9942
4638,163025,331
4639,265029,11467
4641,162346,1548
4642,248845,13403
4643,133152,869
4649,243655,2171
4654,98206,10135
4676,98519,22102
4677,98536,6951
4678,98546,11959
4679,98554,2616
4681,98621,249
4700,247638,9880
4701,266915,5175
4713,80360,11542
4718,252866,2770
4719,181739,12610
4720,230600,1933
4728,250687,9896
4732,258470,9683
4734,261392,2294
4735,228333,10016
4741,203166,742
4744,263488,8922
4748,103596,16314
4754,70917,16307
4774,246464,2185
4776,139654,2034
4787,102316,11521
4799,57193,11576
4812,91993,13766
4814,260866,12103
4815,252501,11313
4816,196229,9398
4821,206314,10866
4823,240890,9778
4844,219965,3172
4846,108148,12780
4848,166924,1018
4855,66999,984
4857,67093,14811
4865,120681,768
4866,272020,2100
4867,200027,11091
4873,243017,9081
4874,272152,167
4876,245674,9378
4878,246578,141
4880,264796,11457
4881,243133,10778
4886,198781,585
4887,267804,10796
4889,252503,11088
4890,256380,9889
4896,241527,671
4899,265087,11469
4900,253798,14369
4901,266987,1535
4902,256009,1433
4903,247425,1999
4914,53472,269
4915,83630,16441
4921,24264,39938
4936,80716,3537
4941,80745,3604
4951,100054,10847
4954,54135,299
4958,159273,8007
4963,240772,161
4967,283509,8342
4971,87747,23111
4973,211915,194
4974,277371,11397
4975,259711,1903
4978,259393,9523
4979,265666,9428
4980,101452,1649
4989,278488,8386
4990,268397,12589
4992,35423,11232
4993,120737,120
4994,268995,11086
4995,268978,453
5004,63415,10794
5008,51201,37257
5009,248667,8489
5010,265086,855
5013,280707,5279
5014,277027,10950
5015,285742,1365
5016,120824,6440
5025,273923,11857
5026,237534,6312
5027,99044,11595
5039,82288,848
5040,87078,9610
5047,240468,11891
5048,281373,11888
5049,83511,150
5055,106770,10423
5060,66026,651
5064,245844,11362
5065,265349,2637
5066,281358,10229
5072,293416,9606
5080,240900,20009
5081,188453,2084
5093,233469,9884
5094,246894,11535
5103,108037,11528
5106,275022,17130
5107,251114,10592
5108,251160,8470
5110,247745,39939
5128,238546,11979
5135,265343,480
5139,74174,23479
5146,216651,15999
5151,243736,2752
5152,277434,10590
5159,104254,13225
5171,268695,2135
5218,268380,425
5219,120804,1576
5220,284490,5851
5225,245574,1391
5247,76729,11006
5254,187738,36586
5265,266452,9275
5266,258000,4547
5267,265662,14635
5283,283111,11452
5291,42876,548
5292,76723,11590
5293,264472,1537
5294,264616,12149
5296,253867,11812
5298,219822,441
5299,259446,8346
5303,99892,2565
5308,94137,12154
5309,98966,11630
5312,264935,11892
5313,277296,9334
5316,157583,10491
5319,247586,18079
5323,211443,11470
5325,275309,1282
5329,235737,11468
5339,104466,28384
5349,145487,557
5363,241760,10985
5364,250797,2251
5377,276751,245
5378,121765,1894
5379,247199,4012
5380,278500,9026
5388,278504,320
5400,164184,4614
5401,279493,12277
5418,258463,2501
5419,267913,9637
5420,245562,12100
5421,238924,16857
5434,40823,21635
5444,275847,11544
5445,181689,180
5446,252444,9555
5449,280590,2022
5450,258273,50035
5451,265591,9719
5452,107438,11982
5459,120912,608
5463,253556,6278
5464,257044,4147
5478,271367,8869
5479,267626,8665
5480,243585,10996
5481,295178,818
5500,88286,8764
5501,295427,13908
5502,286106,2675
5504,287717,9488
5505,279113,9962
5507,295701,7451
5508,274309,2750
5524,300532,9266
5528,265459,9357
5530,258153,9296
5540,82186,10323
5541,102059,9595
5548,90966,9941
5553,94025,10859
5568,87507,16806
5570,117883,9299
5572,303714,10611
5573,265808,12770
5574,293662,4108
5577,280760,9685
5582,103924,14361
5585,101821,32685
5608,250258,575
5617,274812,11013
5618,245429,129
5620,256415,11529
5621,290095,10771
5628,281364,2110
5630,289765,9533
5632,280491,4107
5650,86373,12921
5665,211465,7501
5666,292644,1809
5669,310793,1430
5673,272338,8051
5679,298130,565
5690,95327,12477
5693,76666,11009
5747,82432,11646
5782,82949,1672
5784,288477,9645
5785,322802,9012
5791,120679,1360
5792,299117,13441
5796,61452,12208
5803,297181,8427
5804,304669,9021
5810,298203,65
5812,297884,10712
5816,295297,672
5872,246460,36669
5874,293815,10426
5876,258068,8198
5878,287467,64
5881,307479,2103
5882,133240,9016
5900,289848,9932
5902,268126,2757
5903,238380,7299
5909,290329,4241
5941,303933,13497
5942,302640,11852
5943,252076,7303
5944,253754,201
5945,257360,2755
5952,167261,121
5954,307901,1429
5955,168786,13435
5956,217505,3131
5957,313737,2642
5959,272207,11022
5970,102492,4032
5971,96283,8392
5989,264464,640
5991,299658,1574
5992,274558,590
5993,290210,13560
5995,253474,423
6001,85794,262
6003,290538,4912
6006,305711,12090
6014,271668,11078
6016,317248,598
6025,106500,15278
6058,309593,9358
6059,292506,1647
6062,308514,21189
6104,84352,11949
6155,251127,9919
6156,300471,6038
6157,287978,9480
6166,106701,12139
6187,289992,11615
6188,302886,11635
6212,305669,10678
6213,314353,9567
6214,290673,979
6218,286499,455
6238,99699,12157
6242,178868,2671
6250,285531,6171
6264,298814,9341
6266,286788,10735
6281,183649,1817
6283,275277,11299
6287,305224,9506
6290,251736,2662
6294,245803,11817
6296,310281,13370
6297,311289,8326
6299,301727,11516
6301,67800,994
6303,66769,10514
6305,60390,1714
6322,310910,10743
6323,309698,2832
6331,334405,16636
6333,290334,36658
6338,317303,10708
6350,92067,10515
6365,234215,604
6367,309530,10720
6370,283900,1555
6373,315327,310
6377,266543,12
6378,317740,9654
6380,342172,2260
6383,322259,584
6385,298228,1088
6440,101410,290
6460,57427,3009
6461,54428,6643
6482,329028,10152
6484,329717,11375
6502,289043,170
6503,305357,9471
6534,286716,1927
6535,333780,10327
6536,165982,14411
6537,181852,296
6538,324133,302
6539,325980,22
6541,311429,8698
6548,172156,8961
6550,274166,9486
6552,301199,3472
6564,325703,1996
6565,329575,4464
6586,328828,8273
6591,318411,8094
6593,322330,10330
6595,257076,9257
6615,329101,6466
6617,316356,2055
6618,286112,11770
6619,263757,14926
6620,305206,2771
6624,313911,10923
6639,62467,11206
6645,66434,636
6659,100814,9362
6662,57413,936
6663,75066,12268
6664,88944,10999
6666,68361,4593
6669,44741,3782
6686,288045,10610
6702,325258,13778
6707,303816,11547
6708,325805,7270
6709,285823,1428
6711,335266,153
6713,291350,33320
6721,103285,10617
6724,70510,11293
6731,88993,8408
6753,327137,13156
6754,320691,277
6755,281686,9707
6763,266489,7288
6764,327850,10159
6765,328589,10934
6773,286244,9662
6774,86541,837
6777,55031,821
6787,74119,891
6791,92603,11832
6793,103786,11806
6794,106375,10438
6796,101507,650
6807,85959,4543
6810,102945,7442
6811,110759,14425
6820,210070,9871
6832,102768,11364
6857,107692,14282
6863,332379,1584
6867,340377,2056
6868,335563,4997
6870,327056,322
6873,138524,11775
6874,266697,24
6879,313542,11329
6880,324216,9373
6881,311648,1550
6887,316465,13920
6888,306047,4256
6890,363589,1807
6893,64505,10536
6932,323944,13537
6934,242653,605
6936,319343,10719
6942,314331,508
6944,101862,11846
6947,311113,8619
6951,312528,10588
6952,348836,4970
6953,315733,470
6957,307987,10147
6958,338094,10756
6974,99615,10168
6975,119167,10234
6979,86567,860
6985,19254,780
6987,10323,234
6993,91167,5143
6996,102034,8010
7001,77745,11850
7004,99938,951
7007,102266,9319
7008,70849,1643
7013,48424,3112
7018,100404,11092
7022,266308,3176
7027,90022,11509
7028,100449,10729
7034,150662,11634
7036,90142,11824
7044,100935,483
7046,94332,6069
7063,68182,2000
7064,38348,648
7076,62765,916
7090,299977,79
7099,87544,81
7101,101745,11821
7115,73582,20126
7117,107387,11811
7123,102511,2742
7132,26778,37719
7137,318374,10744
7139,298845,10511
7143,325710,616
7147,319061,587
7149,337741,6964
7150,338466,1792
7151,335119,3635
7153,167260,122
7154,304415,11820
7155,337909,8696
7156,317910,12698
7158,315983,11093
7160,340855,504
7161,349205,11007
7162,159365,2289
7163,338337,9620
7164,316396,10601
7169,360139,14844
7173,343135,5966
7234,47528,405
7235,296042,9696
7247,62803,11708
7254,289879,1954
7255,335559,13476
7256,379557,11194
7263,349825,14292
7265,309987,1278
7285,328538,11023
7293,343660,1824
7317,356150,9352
7318,335345,615
7319,331953,11217
7320,338096,10677
7323,301357,338
7324,317648,2023
7325,335438,9384
7327,60827,797
7346,265208,10591
7347,363988,1586
7360,363547,924
7361,338013,38
7366,300051,9541
7367,335245,5516
7371,276919,553
7373,167190,1487
7375,337697,11137
7376,351977,11358
7379,318974,10733
7380,327679,14442
7381,327247,2122
7387,77402,923
7396,70644,133919
7419,88680,10843
7438,378194,393
7439,330793,7220
7444,337563,10096
7445,328107,9509
7451,377092,10625
7454,338526,7131
7458,332452,652
7460,379217,883
7482,70034,9461
7569,62512,667
7570,86034,700
7573,86006,36670
7624,105327,14684
7649,120711,10940
7669,112130,164721
7698,78966,988
7700,46268,204
7701,100050,9356
7757,57197,11533
7802,80120,11474
7845,114720,11069
7934,86637,11030
7980,75784,5902
7981,338564,10775
7983,87003,12762
8014,374546,113
8042,70379,203
8128,92593,1786
8132,104346,16219
8154,53779,439
8157,193253,823
8169,92494,11548
8207,69947,4909
8228,22111,28257
8253,79833,15371
8254,106307,11044
8266,87957,13763
8340,79116,10734
8360,298148,809
8361,319262,435
8366,332375,13193
8368,304141,673
8370,363226,246
8371,296572,2789
8372,356634,8920
8373,327162,9890
8376,374900,8193
8387,110857,11546
8464,390521,9372
8493,100133,12651
8507,22913,136
8528,364725,9472
8529,362227,594
8531,381707,12153
8533,332280,11036
8604,152930,2330
8607,388473,13398
8614,93693,10780
8622,361596,1777
8623,93886,11584
8633,87597,11884
8636,316654,558
8638,381681,80
8640,349683,9477
8641,357413,8699
8643,356470,11247
8644,343818,2048
8645,390221,436
8665,372183,2502
8666,327554,314
8781,368008,14462
8783,368447,6947
8784,333766,401
8796,60438,17768
8798,369339,1538
8807,366551,11282
8808,368933,11130
8810,370263,395
8814,364751,10762
8827,83652,20120
8860,337921,9759
8861,318627,1577
8865,346156,5137
8866,360201,11823
8869,361620,13969
8870,356618,10145
8873,318462,1653
8874,365748,747
8879,71877,4176
8880,89560,11177
8907,307453,10555
8908,349710,11128
8910,356721,1599
8914,390384,14337
8917,372588,3989
8937,390022,13416
8947,391198,1970
8949,375063,9675
8950,361862,4553
8957,387564,176
8958,350258,1677
8961,317705,9806
8965,338348,5255
8966,362269,11184
8968,367479,10589
8969,317198,9801
8970,308644,866
8972,368891,2059
8973,275491,140
8977,346491,1966
8981,376541,2288
8983,385004,9550
8984,349903,163
8985,359013,36648
9010,364517,8424
26084,56262,13671
26131,58946,17295
26133,59026,13187
26152,60153,2661
26242,67023,839
26258,67866,13041
26614,94791,8677
26662,97814,16859
26680,99329,9768
26729,102015,4539
26776,104652,11621
26903,113824,37797
27020,123865,14533
27156,169858,18491
27266,212712,844
27317,235198,11075
27592,310775,4689
27611,314979,206216
27660,328832,55931
27706,339291,11774
27721,344510,2841
27731,347618,15370
27741,351817,12496
27772,364385,11838
27773,364569,670
27788,366627,9667
27801,368909,9316
27803,369702,1913
27808,371246,2539
27815,372824,5528
27821,373926,179
27822,374102,83
27831,375912,4836
27839,377109,10320
27846,379225,11420
27904,405296,3509
27912,418038,13372
30707,405159,70
30749,395169,205
30793,367594,118
30810,362270,421
30812,338751,2567
30816,293508,9833
30822,385267,1901
30825,290002,693
30894,375210,11804
31221,357277,9947
31225,393162,7214
31364,353969,11423
31410,363163,613
31420,398712,8978
31427,382077,11096
31433,372532,6961
31658,347149,4935
31685,386588,8488
31696,360486,561
31878,373074,9470
32011,257516,10012
32017,395699,10022
32019,377471,4551
32029,340163,2026
32031,358082,9928
32291,378947,9688
32296,385307,10040
32587,401792,187
32596,318649,7364
32598,332047,11431
32898,417,775
33004,371724,7453
33085,384806,10065
33145,391304,8976
33154,413845,13020
33158,329774,11679
33162,320661,1495
33164,397065,10066
33166,375679,1640
33437,342258,10027
33493,121766,1895
33495,384642,9981
33615,351283,953
33646,398165,9291
33660,352248,921
33669,403508,9779
33672,355702,9787
33679,356910,787
33794,372784,272
33836,374536,9722
33903,408777,276
34048,407304,74
34072,428803,1667
34150,120667,9738
34162,396269,9522
34319,399201,1635
34323,395584,1696
34332,405325,11459
34334,382992,10048
34338,436078,15258
34405,379786,16320
34437,412019,308
34520,377818,6519
34534,430105,8292
34542,427312,501
35836,405422,6957
35957,421239,11460
36401,355295,4442
36517,387131,1985
36519,388482,9335
36525,425123,9007
36527,377107,9777
36529,399295,1830
36535,404030,340
36708,385690,65215
37380,419706,8814
37382,421054,9923
37384,348333,7553
37386,402022,8202
37720,404032,8643
37727,408790,9315
37729,121164,3933
37731,385002,8923
37733,399146,59
37739,388980,15487
37741,379725,398
37830,385700,647
37857,366780,14517
38038,312004,533
38061,373469,5236
38886,367089,10707
39183,388795,142
39292,433383,3291
39381,421238,16608
39400,432291,791
39414,338427,2610
39435,386140,1656
39444,384680,6963
39446,432348,215
39449,387514,2313
39715,436058,8274
40148,365686,10851
40278,418763,25
40339,371606,9982
40414,424205,11661
40581,433400,10033
40583,365737,231
40629,414387,4348
40732,435625,9392
40815,330373,674
40819,358273,69
40826,294870,1833
41285,416320,116
41566,363771,411
41569,360717,254
41571,397535,1904
41573,356680,9043
41716,365485,9515
41863,419294,8053
41997,408306,612
42002,395251,9899
42004,407265,546
42011,369441,7552
42418,402399,11400
42632,451094,4550
42723,450278,1690
42725,456554,9900
42728,375154,9044
42738,401855,834
43396,412080,9912
43560,396752,11283
43679,414982,9286
43836,383216,12096
43871,408345,9754
43921,404390,7304
43928,370032,9920
43936,450232,2207
44004,427229,6877
44022,438097,950
44191,434409,752
44193,454945,9655
44195,427944,9388
44199,454848,388
44397,454841,9792
44555,405094,582
44665,425210,186
44694,441909,219
44709,437800,13751
44761,393109,9270
44788,493459,16070
44828,439815,9035
44840,437863,9957
44972,362120,4257
44974,424136,2652
45028,420087,9526
45081,384537,588
45186,317919,956
45210,475276,9829
45221,430634,10115
45431,327084,7518
45440,364955,9786
45447,382625,591
45499,376994,36668
45501,452594,9767
45517,317219,920
45662,466909,806
45666,457510,9353
45668,410297,2044
45672,389860,9339
45720,458352,350
45722,383574,58
45726,463034,1819
45728,424345,2295
45730,452637,9697
45732,465624,4474
45880,422720,1887
45928,489037,13508
45950,497116,1781
46322,446059,7549
46335,463985,9615
46530,348150,1452
46578,449059,773
46723,449467,1164
46948,385880,9297
46965,417148,326
46970,415306,9718
46972,477347,1593
46974,469641,1852
46976,420223,1262
47044,430357,82
47099,454921,1402
47122,455967,9293
47200,479884,1948
47423,468489,7859
47518,384793,9788
47610,443543,1491
47629,436697,1165
47640,486551,9988
47644,445990,11652
47950,427969,1249
47997,387808,7512
47999,486358,1776
48043,414993,1381
48082,354899,300
48142,387877,9676
48304,472043,1579
48322,493430,12094
48385,443453,496
48394,457430,1417
48516,407887,1422
48520,424993,9794
48738,455590,1523
48774,206634,9693
48780,482571,1124
48783,418689,3683
48877,489270,214
48982,424095,11619
48997,396171,1427
49272,381061,36557
49274,366548,9836
49278,453467,7551
49286,457939,1581
49396,365830,2179
49530,450259,1372
49649,449010,2486
49651,479143,1246
49822,343737,1247
49824,443489,1125
49932,460829,1730
50068,498380,1251
50442,426883,7457
50601,398808,1265
50685,473308,10758
50794,475394,7516
50872,382932,2062
50912,401711,2266
51077,259324,1250
51080,401997,4169
51084,758766,11172
51086,481369,3594
51255,425112,4638
51412,435705,1738
51540,443706,1949
51575,486946,11199
51662,416449,1271
51709,468492,1255
51834,416508,2977
51931,490204,2355
51935,822854,7485
51939,453556,1273
52241,427470,8270
52245,445934,9955
52281,462322,253768
52287,396555,1267
52319,76584,22311
52328,448134,1272
52435,60345,13377
52458,486822,8271
52604,488120,6145
52722,413300,559
52885,851578,4977
52952,480025,11798
52973,478311,4964
52975,427327,2976
53000,463854,1562
53121,413267,810
53123,907657,5723
53125,449088,285
53129,780571,3432
53322,496806,298
53460,423294,9408
53464,486576,1979
53468,457572,10288
53519,1028528,1991
53894,386032,2359
53953,450385,3021
53972,337978,1571
53993,413099,2698
53996,418279,1858
54001,373889,675
54004,762107,3563
54190,445922,4688
54256,787475,10074
54259,486655,2270
54272,462538,35
54281,423977,8669
54286,440963,2503
54503,829482,8363
54648,293564,5174
54736,431197,4349
54881,923752,13958
54995,1077258,1992
54997,381849,5176
54999,465602,4141
55052,783233,4347
55118,765443,2252
55232,432021,7737
55247,758758,5915
55261,408839,9038
55267,480242,7211
55269,838221,4538
55276,465538,4566
55280,805564,6615
55282,389722,4513
55290,452623,4771
55363,443680,4512
55442,808417,2011
55577,890870,663
55721,861739,7347
55765,765429,4982
55768,389790,5559
55814,401383,2013
55820,477348,6977
55830,799934,4953
55872,426931,5123
55908,756683,13363
55995,442933,2310
56145,884328,5876
56152,461770,4523
56156,465494,1620
56171,385752,2268
56174,480249,6479
56251,471711,7249
56339,464141,6537
56367,467406,7326
56587,825232,7350
56715,477139,13198
56757,408236,13885
56775,465234,6637
56782,469494,7345
56788,472062,6538
56801,758730,440
56805,841046,6575
56921,991178,69315
56941,431308,6023
56949,988595,6557
57274,1038988,8329
57368,1060277,7191
57504,808506,14069
57528,462499,7555
57640,411477,11253
57669,780536,8321
58025,489099,8247
58047,832266,8390
58103,443274,7461
58105,416236,8204
58154,467200,12184
58156,839980,13260
58162,425413,7942
58293,443649,7840
58295,200465,8848
58299,451079,12222
58559,468569,155
58803,478087,8065
58998,800039,9870
59022,481536,13335
59126,815241,13007
59258,871426,8780
59315,371746,1726
59369,936501,8681
59387,460791,14784
59421,1033643,9029
59501,499448,2454
59615,367882,217
59725,1000774,4564
59784,441773,9502
59900,960144,10661
60037,949731,8645
60040,800080,1724
60069,910970,10681
60072,493464,8909
60074,448157,8960
60126,425061,11665
60161,1054485,12889
60397,795421,11631
60487,60550,13353
60514,373051,88751
60684,409459,13183
60756,838283,12133
60766,1155592,14048
60937,859163,1735
60950,497465,5038
61024,910936,10189
61132,942385,7446
61160,1185834,12180
61236,1185616,8885
61240,1139797,13310
61248,452608,10483
61250,852713,12620
61323,887883,4944
62081,1059786,13027
62113,455538,13092
62155,981227,12182
62250,929425,8882
62336,279077,225130
62374,758774,12113
62434,1007028,10358
62644,1063669,7735
62849,1032755,13809
62956,1054486,13253
62999,479952,10527
63062,824747,3580
63072,898367,20766
63082,1010048,12405
63113,830515,10764
63131,430922,15373
63853,455824,6972
63859,397892,13053
63876,1013753,10139
63992,1099212,8966
64030,1129442,13387
64034,914798,14574
64231,450314,13056
64285,1118511,14447
64497,970416,10200
64575,918927,14359
64614,1205489,13223
64620,870111,11499
64622,976051,8055
64716,814314,11321
64839,1125849,12163
64957,421715,4922
64969,1068680,10201
64983,985699,2253
65088,960731,10202
65130,959337,4148
65216,1034303,13813
65230,822832,14306
65261,876563,12429
65514,1220719,14756
65682,834001,12437
65685,494238,2309
65802,1114740,14560
66097,327597,14836
66203,1001508,10184
66297,1054487,15060
66371,1069238,16804
66509,1201167,20829
66785,901487,15067
66934,1227926,14301
67087,1155056,16538
67197,448011,13811
67255,1132620,15472
67408,892782,15512
67734,1091722,16614
67923,1013752,13804
67997,1226774,19833
68073,1131729,18947
68135,974661,16996
68157,361748,16869
68205,1121931,15092
68237,1182345,17431
68319,458525,2080
68358,796366,13475
68554,808151,13448
68659,489049,13532
68791,438488,534
68793,1078912,18360
68952,1127180,16871
68954,1049413,14160
69069,1083456,17927
69122,1119646,18785
69134,870984,17609
69278,457400,18162
69306,1111422,18487
69406,1041829,18240
69436,1045778,17610
69481,887912,12162
69526,1055369,8373
69640,1152836,11322
69644,1080016,8355
69757,1022603,19913
69784,889583,18480
69844,417741,767
69951,1054606,8054
70183,1142988,20943
70286,1136608,17654
70293,1135503,24803
70336,1046173,14869
70599,452694,24420
71033,1305806,25376
71057,472033,12244
71106,910554,22494
71135,1188729,19898
71156,1234548,10313
71254,1034032,18501
71264,844471,22794
71282,1286537,18570
71379,1179904,23827
71464,1019452,12573
71518,1172233,22798
71520,1058017,23082
71530,986263,19959
71535,1156398,19908
71579,1174732,24684
71745,386117,16523
71838,1197624,22803
71899,978762,24238
72011,1193138,22947
72226,432283,10315
72378,1190080,14161
72407,1259571,18239
72605,765010,7445
72641,878804,22881
72733,1057500,22954
72737,780521,10198
72998,499549,19995
73017,988045,10528
73023,1263670,25196
73266,403702,22327
73268,433362,19901
73319,1216492,25195
73321,1037705,20504
73323,1343097,33613
74458,1130884,11324
74530,814255,32657
74532,1385867,23742
74545,1139328,11439
74789,1014759,12155
74795,947810,22972
74868,1235124,23488
74946,815236,34016
75805,1038919,27573
75985,1053424,31867
76077,1231587,23048
76093,892769,10191
76175,800320,18823
76251,1250777,23483
76293,1279935,35056
77455,1587707,39452
77561,1228705,10138
77800,1341167,37495
77866,955308,20662
78039,1120985,46705
78105,473075,9543
78209,1226229,32823
78349,1258197,29917
78469,429493,34544
78499,435761,10193
78574,1399683,39013
78637,892791,10192
78772,1325004,24021
78893,938283,10196
79008,1308667,16023
79057,1424381,34851
79091,1323594,20352
79132,1375666,27205
79134,1375670,38365
79139,963966,27022
79185,1013743,37834
79224,1155076,38575
79242,842926,39781
79293,944835,27576
79357,485947,31011
79428,427152,38778
79553,1386932,37472
79592,1386588,27581
79695,1320253,27578
79702,446029,22538
80166,889573,41210
