movieId,title,genres,year,title_text,year_text,genres_text,tags,content_features
762,Striptease (1996),Comedy|Crime,1996,striptease,year_1996 decade_1990s,Comedy Comedy Comedy Crime Crime Crime,,striptease year_1996 decade_1990s Comedy Comedy Comedy Crime Crime Crime
765,Jack (1996),Comedy|Drama,1996,jack,year_1996 decade_1990s,Comedy Comedy Comedy Drama Drama Drama,,jack year_1996 decade_1990s Comedy Comedy Comedy Drama Drama Drama
778,Trainspotting (1996),Comedy|Crime|Drama,1996,trainspotting,year_1996 decade_1990s,Comedy Comedy Comedy Crime Crime Crime Drama Drama Drama,drug abuse narrated dark comedy based on a book,trainspotting year_1996 decade_1990s Comedy Comedy Comedy Crime Crime Crime Drama Drama Drama drug abuse narrated dark comedy based on a book
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,1996,independence day a k a id4,year_1996 decade_1990s,Action Action Action Adventure Adventure Adventure SciFi SciFi SciFi Thriller Thriller Thriller,aliens,independence day a k a id4 year_1996 decade_1990s Action Action Action Adventure Adventure Adventure SciFi SciFi SciFi Thriller Thriller Thriller aliens
781,Stealing Beauty (1996),Drama,1996,stealing beauty,year_1996 decade_1990s,Drama Drama Drama,,stealing beauty year_1996 decade_1990s Drama Drama Drama
782,"Fan, The (1996)",Drama|Thriller,1996,fan the,year_1996 decade_1990s,Drama Drama Drama Thriller Thriller Thriller,,fan the year_1996 decade_1990s Drama Drama Drama Thriller Thriller Thriller
783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,1996,hunchback of notre dame the,year_1996 decade_1990s,Animation Animation Animation Children Children Children Drama Drama Drama Musical Musical Musical Romance Romance Romance,,hunchback of notre dame the year_1996 decade_1990s Animation Animation Animation Children Children Children Drama Drama Drama Musical Musical Musical Romance Romance Romance
784,"Cable Guy, The (1996)",Comedy|Thriller,1996,cable guy the,year_1996 decade_1990s,Comedy Comedy Comedy Thriller Thriller Thriller,,cable guy the year_1996 decade_1990s Comedy Comedy Comedy Thriller Thriller Thriller
785,Kingpin (1996),Comedy,1996,kingpin,year_1996 decade_1990s,Comedy Comedy Comedy,,kingpin year_1996 decade_1990s Comedy Comedy Comedy
786,Eraser (1996),Action|Drama|Thriller,1996,eraser,year_1996 decade_1990s,Action Action Action Drama Drama Drama Thriller Thriller Thriller,,eraser year_1996 decade_1990s Action Action Action Drama Drama Drama Thriller Thriller Thriller
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,1996,nutty professor the,year_1996 decade_1990s,Comedy Comedy Comedy Fantasy Fantasy Fantasy Romance Romance Romance SciFi SciFi SciFi,,nutty professor the year_1996 decade_1990s Comedy Comedy Comedy Fantasy Fantasy Fantasy Romance Romance Romance SciFi SciFi SciFi
798,Daylight (1996),Action|Adventure|Drama|Thriller,1996,daylight,year_1996 decade_1990s,Action Action Action Adventure Adventure Adventure Drama Drama Drama Thriller Thriller Thriller,,daylight year_1996 decade_1990s Action Action Action Adventure Adventure Adventure Drama Drama Drama Thriller Thriller Thriller
799,"Frighteners, The (1996)",Comedy|Horror|Thriller,1996,frighteners the,year_1996 decade_1990s,Comedy Comedy Comedy Horror Horror Horror Thriller Thriller Thriller,,frighteners the year_1996 decade_1990s Comedy Comedy Comedy Horror Horror Horror Thriller Thriller Thriller
800,Lone Star (1996),Drama|Mystery|Western,1996,lone star,year_1996 decade_1990s,Drama Drama Drama Mystery Mystery Mystery Western Western Western,,lone star year_1996 decade_1990s Drama Drama Drama Mystery Mystery Mystery Western Western Western
801,Harriet the Spy (1996),Children|Comedy,1996,harriet the spy,year_1996 decade_1990s,Children Children Children Comedy Comedy Comedy,,harriet the spy year_1996 decade_1990s Children Children Children Comedy Comedy Comedy
802,Phenomenon (1996),Drama|Romance,1996,phenomenon,year_1996 decade_1990s,Drama Drama Drama Romance Romance Romance,,phenomenon year_1996 decade_1990s Drama Drama Drama Romance Romance Romance
804,She's the One (1996),Comedy|Romance,1996,she s the one,year_1996 decade_1990s,Comedy Comedy Comedy Romance Romance Romance,,she s the one year_1996 decade_1990s Comedy Comedy Comedy Romance Romance Romance
805,"Time to Kill, A (1996)",Drama|Thriller,1996,time to kill a,year_1996 decade_1990s,Drama Drama Drama Thriller Thriller Thriller,john grisham,time to kill a year_1996 decade_1990s Drama Drama Drama Thriller Thriller Thriller john grisham
809,Fled (1996),Action|Adventure,1996,fled,year_1996 decade_1990s,Action Action Action Adventure Adventure Adventure,,fled year_1996 decade_1990s Action Action Action Adventure Adventure Adventure
810,Kazaam (1996),Children|Comedy|Fantasy,1996,kazaam,year_1996 decade_1990s,Children Children Children Comedy Comedy Comedy Fantasy Fantasy Fantasy,,kazaam year_1996 decade_1990s Children Children Children Comedy Comedy Comedy Fantasy Fantasy Fantasy
813,Larger Than Life (1996),Comedy,1996,larger than life,year_1996 decade_1990s,Comedy Comedy Comedy,,larger than life year_1996 decade_1990s Comedy Comedy Comedy
818,"Very Brady Sequel, A (1996)",Comedy,1996,very brady sequel a,year_1996 decade_1990s,Comedy Comedy Comedy,based on a tv show,very brady sequel a year_1996 decade_1990s Comedy Comedy Comedy based on a tv show
828,"Adventures of Pinocchio, The (1996)",Adventure|Children,1996,adventures of pinocchio the,year_1996 decade_1990s,Adventure Adventure Adventure Children Children Children,,adventures of pinocchio the year_1996 decade_1990s Adventure Adventure Adventure Children Children Children
829,Joe's Apartment (1996),Comedy|Fantasy|Musical,1996,joe s apartment,year_1996 decade_1990s,Comedy Comedy Comedy Fantasy Fantasy Fantasy Musical Musical Musical,,joe s apartment year_1996 decade_1990s Comedy Comedy Comedy Fantasy Fantasy Fantasy Musical Musical Musical
830,"First Wives Club, The (1996)",Comedy,1996,first wives club the,year_1996 decade_1990s,Comedy Comedy Comedy,adultery,first wives club the year_1996 decade_1990s Comedy Comedy Comedy adultery
832,Ransom (1996),Crime|Thriller,1996,ransom,year_1996 decade_1990s,Crime Crime Crime Thriller Thriller Thriller,kidnapping mel gibson,ransom year_1996 decade_1990s Crime Crime Crime Thriller Thriller Thriller kidnapping mel gibson
833,High School High (1996),Comedy,1996,high school high,year_1996 decade_1990s,Comedy Comedy Comedy,,high school high year_1996 decade_1990s Comedy Comedy Comedy
836,Chain Reaction (1996),Action|Adventure|Thriller,1996,chain reaction,year_1996 decade_1990s,Action Action Action Adventure Adventure Adventure Thriller Thriller Thriller,,chain reaction year_1996 decade_1990s Action Action Action Adventure Adventure Adventure Thriller Thriller Thriller
837,Matilda (1996),Children|Comedy|Fantasy,1996,matilda,year_1996 decade_1990s,Children Children Children Comedy Comedy Comedy Fantasy Fantasy Fantasy,,matilda year_1996 decade_1990s Children Children Children Comedy Comedy Comedy Fantasy Fantasy Fantasy
838,Emma (1996),Comedy|Drama|Romance,1996,emma,year_1996 decade_1990s,Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance,jane austen,emma year_1996 decade_1990s Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance jane austen
839,"Crow: City of Angels, The (1996)",Action|Thriller,1996,crow city of angels the,year_1996 decade_1990s,Action Action Action Thriller Thriller Thriller,,crow city of angels the year_1996 decade_1990s Action Action Action Thriller Thriller Thriller
842,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror,1996,tales from the crypt presents bordello of blood,year_1996 decade_1990s,Comedy Comedy Comedy Horror Horror Horror,,tales from the crypt presents bordello of blood year_1996 decade_1990s Comedy Comedy Comedy Horror Horror Horror
848,"Spitfire Grill, The (1996)",Drama,1996,spitfire grill the,year_1996 decade_1990s,Drama Drama Drama,,spitfire grill the year_1996 decade_1990s Drama Drama Drama
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,1996,escape from l a,year_1996 decade_1990s,Action Action Action Adventure Adventure Adventure SciFi SciFi SciFi Thriller Thriller Thriller,,escape from l a year_1996 decade_1990s Action Action Action Adventure Adventure Adventure SciFi SciFi SciFi Thriller Thriller Thriller
851,Basquiat (1996),Drama,1996,basquiat,year_1996 decade_1990s,Drama Drama Drama,,basquiat year_1996 decade_1990s Drama Drama Drama
852,Tin Cup (1996),Comedy|Drama|Romance,1996,tin cup,year_1996 decade_1990s,Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance,golf,tin cup year_1996 decade_1990s Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance golf
858,"Godfather, The (1972)",Crime|Drama,1972,godfather the,year_1972 decade_1970s,Crime Crime Crime Drama Drama Drama,mafia,godfather the year_1972 decade_1970s Crime Crime Crime Drama Drama Drama mafia
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller,1992,supercop police story 3 supercop jing cha gu shi iii chao ji jing cha,year_1992 decade_1990s,Action Action Action Comedy Comedy Comedy Crime Crime Crime Thriller Thriller Thriller,,supercop police story 3 supercop jing cha gu shi iii chao ji jing cha year_1992 decade_1990s Action Action Action Comedy Comedy Comedy Crime Crime Crime Thriller Thriller Thriller
866,Bound (1996),Crime|Drama|Romance|Thriller,1996,bound,year_1996 decade_1990s,Crime Crime Crime Drama Drama Drama Romance Romance Romance Thriller Thriller Thriller,,bound year_1996 decade_1990s Crime Crime Crime Drama Drama Drama Romance Romance Romance Thriller Thriller Thriller
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,1996,island of dr moreau the,year_1996 decade_1990s,SciFi SciFi SciFi Thriller Thriller Thriller,,island of dr moreau the year_1996 decade_1990s SciFi SciFi SciFi Thriller Thriller Thriller
881,First Kid (1996),Children|Comedy,1996,first kid,year_1996 decade_1990s,Children Children Children Comedy Comedy Comedy,,first kid year_1996 decade_1990s Children Children Children Comedy Comedy Comedy
886,Bulletproof (1996),Action|Comedy|Crime,1996,bulletproof,year_1996 decade_1990s,Action Action Action Comedy Comedy Comedy Crime Crime Crime,,bulletproof year_1996 decade_1990s Action Action Action Comedy Comedy Comedy Crime Crime Crime
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller,1995,halloween the curse of michael myers halloween 6 the curse of michael myers,year_1995 decade_1990s,Horror Horror Horror Thriller Thriller Thriller,,halloween the curse of michael myers halloween 6 the curse of michael myers year_1995 decade_1990s Horror Horror Horror Thriller Thriller Thriller
892,Twelfth Night (1996),Comedy|Drama|Romance,1996,twelfth night,year_1996 decade_1990s,Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance,shakespeare,twelfth night year_1996 decade_1990s Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance shakespeare
898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance,1940,philadelphia story the,year_1940 decade_1940s,Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance,divorce,philadelphia story the year_1940 decade_1940s Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance divorce
899,Singin' in the Rain (1952),Comedy|Musical|Romance,1952,singin in the rain,year_1952 decade_1950s,Comedy Comedy Comedy Musical Musical Musical Romance Romance Romance,movie business,singin in the rain year_1952 decade_1950s Comedy Comedy Comedy Musical Musical Musical Romance Romance Romance movie business
900,"American in Paris, An (1951)",Musical|Romance,1951,american in paris an,year_1951 decade_1950s,Musical Musical Musical Romance Romance Romance,france,american in paris an year_1951 decade_1950s Musical Musical Musical Romance Romance Romance france
901,Funny Face (1957),Comedy|Musical,1957,funny face,year_1957 decade_1950s,Comedy Comedy Comedy Musical Musical Musical,,funny face year_1957 decade_1950s Comedy Comedy Comedy Musical Musical Musical
902,Breakfast at Tiffany's (1961),Drama|Romance,1961,breakfast at tiffany s,year_1961 decade_1960s,Drama Drama Drama Romance Romance Romance,,breakfast at tiffany s year_1961 decade_1960s Drama Drama Drama Romance Romance Romance
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,1958,vertigo,year_1958 decade_1950s,Drama Drama Drama Mystery Mystery Mystery Romance Romance Romance Thriller Thriller Thriller,james stewart imdb top 250 alfred hitchcock atmospheric,vertigo year_1958 decade_1950s Drama Drama Drama Mystery Mystery Mystery Romance Romance Romance Thriller Thriller Thriller james stewart imdb top 250 alfred hitchcock atmospheric
904,Rear Window (1954),Mystery|Thriller,1954,rear window,year_1954 decade_1950s,Mystery Mystery Mystery Thriller Thriller Thriller,james stewart mystery photography imdb top 250,rear window year_1954 decade_1950s Mystery Mystery Mystery Thriller Thriller Thriller james stewart mystery photography imdb top 250
905,It Happened One Night (1934),Comedy|Romance,1934,it happened one night,year_1934 decade_1930s,Comedy Comedy Comedy Romance Romance Romance,screwball,it happened one night year_1934 decade_1930s Comedy Comedy Comedy Romance Romance Romance screwball
906,Gaslight (1944),Drama|Thriller,1944,gaslight,year_1944 decade_1940s,Drama Drama Drama Thriller Thriller Thriller,,gaslight year_1944 decade_1940s Drama Drama Drama Thriller Thriller Thriller
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,1959,north by northwest,year_1959 decade_1950s,Action Action Action Adventure Adventure Adventure Mystery Mystery Mystery Romance Romance Romance Thriller Thriller Thriller,alfred hitchcock imdb top 250,north by northwest year_1959 decade_1950s Action Action Action Adventure Adventure Adventure Mystery Mystery Mystery Romance Romance Romance Thriller Thriller Thriller alfred hitchcock imdb top 250
909,"Apartment, The (1960)",Comedy|Drama|Romance,1960,apartment the,year_1960 decade_1960s,Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance,adultery,apartment the year_1960 decade_1960s Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance adultery
910,Some Like It Hot (1959),Comedy|Crime,1959,some like it hot,year_1959 decade_1950s,Comedy Comedy Comedy Crime Crime Crime,men in drag,some like it hot year_1959 decade_1950s Comedy Comedy Comedy Crime Crime Crime men in drag
911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,1963,charade,year_1963 decade_1960s,Comedy Comedy Comedy Crime Crime Crime Mystery Mystery Mystery Romance Romance Romance Thriller Thriller Thriller,heist,charade year_1963 decade_1960s Comedy Comedy Comedy Crime Crime Crime Mystery Mystery Mystery Romance Romance Romance Thriller Thriller Thriller heist
912,Casablanca (1942),Drama|Romance,1942,casablanca,year_1942 decade_1940s,Drama Drama Drama Romance Romance Romance,,casablanca year_1942 decade_1940s Drama Drama Drama Romance Romance Romance
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,1941,maltese falcon the,year_1941 decade_1940s,FilmNoir FilmNoir FilmNoir Mystery Mystery Mystery,,maltese falcon the year_1941 decade_1940s FilmNoir FilmNoir FilmNoir Mystery Mystery Mystery
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance,1964,my fair lady,year_1964 decade_1960s,Comedy Comedy Comedy Drama Drama Drama Musical Musical Musical Romance Romance Romance,,my fair lady year_1964 decade_1960s Comedy Comedy Comedy Drama Drama Drama Musical Musical Musical Romance Romance Romance
915,Sabrina (1954),Comedy|Romance,1954,sabrina,year_1954 decade_1950s,Comedy Comedy Comedy Romance Romance Romance,,sabrina year_1954 decade_1950s Comedy Comedy Comedy Romance Romance Romance
916,Roman Holiday (1953),Comedy|Drama|Romance,1953,roman holiday,year_1953 decade_1950s,Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance,italy,roman holiday year_1953 decade_1950s Comedy Comedy Comedy Drama Drama Drama Romance Romance Romance italy
918,Meet Me in St. Louis (1944),Musical,1944,meet me in st louis,year_1944 decade_1940s,Musical Musical Musical,,meet me in st louis year_1944 decade_1940s Musical Musical Musical
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,1939,wizard of oz the,year_1939 decade_1930s,Adventure Adventure Adventure Children Children Children Fantasy Fantasy Fantasy Musical Musical Musical,,wizard of oz the year_1939 decade_1930s Adventure Adventure Adventure Children Children Children Fantasy Fantasy Fantasy Musical Musical Musical
920,Gone with the Wind (1939),Drama|Romance|War,1939,gone with the wind,year_1939 decade_1930s,Drama Drama Drama Romance Romance Romance War War War,civil war,gone with the wind year_1939 decade_1930s Drama Drama Drama Romance Romance Romance War War War civil war
921,My Favorite Year (1982),Comedy,1982,my favorite year,year_1982 decade_1980s,Comedy Comedy Comedy,television,my favorite year year_1982 decade_1980s Comedy Comedy Comedy television
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,1950,sunset blvd a k a sunset boulevard,year_1950 decade_1950s,Drama Drama Drama FilmNoir FilmNoir FilmNoir Romance Romance Romance,movie business,sunset blvd a k a sunset boulevard year_1950 decade_1950s Drama Drama Drama FilmNoir FilmNoir FilmNoir Romance Romance Romance movie business
923,Citizen Kane (1941),Drama|Mystery,1941,citizen kane,year_1941 decade_1940s,Drama Drama Drama Mystery Mystery Mystery,,citizen kane year_1941 decade_1940s Drama Drama Drama Mystery Mystery Mystery
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,1968,2001 a space odyssey,year_1968 decade_1960s,Adventure Adventure Adventure Drama Drama Drama SciFi SciFi SciFi,space sci fi artificial intelligence stanley kubrick atmospheric philosophical visually appealing masterpiece surreal cinematography meditative future cult film music classic futuristic robots aliens soundtrack space travel mystery imdb top 250 overrated,2001 a space odyssey year_1968 decade_1960s Adventure Adventure Adventure Drama Drama Drama SciFi SciFi SciFi space sci fi artificial intelligence stanley kubrick atmospheric philosophical visually appealing masterpiece surreal cinematography meditative future cult film music classic futuristic robots aliens soundtrack space travel mystery imdb top 250 overrated
926,All About Eve (1950),Drama,1950,all about eve,year_1950 decade_1950s,Drama Drama Drama,hollywood,all about eve year_1950 decade_1950s Drama Drama Drama hollywood
928,Rebecca (1940),Drama|Mystery|Romance|Thriller,1940,rebecca,year_1940 decade_1940s,Drama Drama Drama Mystery Mystery Mystery Romance Romance Romance Thriller Thriller Thriller,,rebecca year_1940 decade_1940s Drama Drama Drama Mystery Mystery Mystery Romance Romance Romance Thriller Thriller Thriller
930,Notorious (1946),Film-Noir|Romance|Thriller,1946,notorious,year_1946 decade_1940s,FilmNoir FilmNoir FilmNoir Romance Romance Romance Thriller Thriller Thriller,assassination,notorious year_1946 decade_1940s FilmNoir FilmNoir FilmNoir Romance Romance Romance Thriller Thriller Thriller assassination
931,Spellbound (1945),Mystery|Romance|Thriller,1945,spellbound,year_1945 decade_1940s,Mystery Mystery Mystery Romance Romance Romance Thriller Thriller Thriller,amnesia,spellbound year_1945 decade_1940s Mystery Mystery Mystery Romance Romance Romance Thriller Thriller Thriller amnesia
932,"Affair to Remember, An (1957)",Drama|Romance,1957,affair to remember an,year_1957 decade_1950s,Drama Drama Drama Romance Romance Romance,,affair to remember an year_1957 decade_1950s Drama Drama Drama Romance Romance Romance
933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,1955,to catch a thief,year_1955 decade_1950s,Crime Crime Crime Mystery Mystery Mystery Romance Romance Romance Thriller Thriller Thriller,,to catch a thief year_1955 decade_1950s Crime Crime Crime Mystery Mystery Mystery Romance Romance Romance Thriller Thriller Thriller
934,Father of the Bride (1950),Comedy,1950,father of the bride,year_1950 decade_1950s,Comedy Comedy Comedy,wedding,father of the bride year_1950 decade_1950s Comedy Comedy Comedy wedding
936,Ninotchka (1939),Comedy|Romance,1939,ninotchka,year_1939 decade_1930s,Comedy Comedy Comedy Romance Romance Romance,cold war,ninotchka year_1939 decade_1930s Comedy Comedy Comedy Romance Romance Romance cold war
938,Gigi (1958),Musical,1958,gigi,year_1958 decade_1950s,Musical Musical Musical,prostitution,gigi year_1958 decade_1950s Musical Musical Musical prostitution
940,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance,1938,adventures of robin hood the,year_1938 decade_1930s,Action Action Action Adventure Adventure Adventure Romance Romance Romance,swashbuckler,adventures of robin hood the year_1938 decade_1930s Action Action Action Adventure Adventure Adventure Romance Romance Romance swashbuckler
942,Laura (1944),Crime|Film-Noir|Mystery,1944,laura,year_1944 decade_1940s,Crime Crime Crime FilmNoir FilmNoir FilmNoir Mystery Mystery Mystery,,laura year_1944 decade_1940s Crime Crime Crime FilmNoir FilmNoir FilmNoir Mystery Mystery Mystery
943,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance,1947,ghost and mrs muir the,year_1947 decade_1940s,Drama Drama Drama Fantasy Fantasy Fantasy Romance Romance Romance,ghosts,ghost and mrs muir the year_1947 decade_1940s Drama Drama Drama Fantasy Fantasy Fantasy Romance Romance Romance ghosts
945,Top Hat (1935),Comedy|Musical|Romance,1935,top hat,year_1935 decade_1930s,Comedy Comedy Comedy Musical Musical Musical Romance Romance Romance,,top hat year_1935 decade_1930s Comedy Comedy Comedy Musical Musical Musical Romance Romance Romance
948,Giant (1956),Drama|Romance|Western,1956,giant,year_1956 decade_1950s,Drama Drama Drama Romance Romance Romance Western Western Western,,giant year_1956 decade_1950s Drama Drama Drama Romance Romance Romance Western Western Western
949,East of Eden (1955),Drama,1955,east of eden,year_1955 decade_1950s,Drama Drama Drama,,east of eden year_1955 decade_1950s Drama Drama Drama
950,"Thin Man, The (1934)",Comedy|Crime,1934,thin man the,year_1934 decade_1930s,Comedy Comedy Comedy Crime Crime Crime,,thin man the year_1934 decade_1930s Comedy Comedy Comedy Crime Crime Crime
951,His Girl Friday (1940),Comedy|Romance,1940,his girl friday,year_1940 decade_1940s,Comedy Comedy Comedy Romance Romance Romance,screwball,his girl friday year_1940 decade_1940s Comedy Comedy Comedy Romance Romance Romance screwball
952,Around the World in 80 Days (1956),Adventure|Comedy,1956,around the world in 80 days,year_1956 decade_1950s,Adventure Adventure Adventure Comedy Comedy Comedy,race,around the world in 80 days year_1956 decade_1950s Adventure Adventure Adventure Comedy Comedy Comedy race
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,1946,it s a wonderful life,year_1946 decade_1940s,Children Children Children Drama Drama Drama Fantasy Fantasy Fantasy Romance Romance Romance,christmas,it s a wonderful life year_1946 decade_1940s Children Children Children Drama Drama Drama Fantasy Fantasy Fantasy Romance Romance Romance christmas
954,Mr. Smith Goes to Washington (1939),Drama,1939,mr smith goes to washington,year_1939 decade_1930s,Drama Drama Drama,politics,mr smith goes to washington year_1939 decade_1930s Drama Drama Drama politics
955,Bringing Up Baby (1938),Comedy|Romance,1938,bringing up baby,year_1938 decade_1930s,Comedy Comedy Comedy Romance Romance Romance,screwball,bringing up baby year_1938 decade_1930s Comedy Comedy Comedy Romance Romance Romance screwball
965,"39 Steps, The (1935)",Drama|Mystery|Thriller,1935,39 steps the,year_1935 decade_1930s,Drama Drama Drama Mystery Mystery Mystery Thriller Thriller Thriller,,39 steps the year_1935 decade_1930s Drama Drama Drama Mystery Mystery Mystery Thriller Thriller Thriller
968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,1968,night of the living dead,year_1968 decade_1960s,Horror Horror Horror SciFi SciFi SciFi Thriller Thriller Thriller,zombies,night of the living dead year_1968 decade_1960s Horror Horror Horror SciFi SciFi SciFi Thriller Thriller Thriller zombies
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War,1951,african queen the,year_1951 decade_1950s,Adventure Adventure Adventure Comedy Comedy Comedy Romance Romance Romance War War War,missionary,african queen the year_1951 decade_1950s Adventure Adventure Adventure Comedy Comedy Comedy Romance Romance Romance War War War missionary
971,Cat on a Hot Tin Roof (1958),Drama,1958,cat on a hot tin roof,year_1958 decade_1950s,Drama Drama Drama,tennessee williams,cat on a hot tin roof year_1958 decade_1950s Drama Drama Drama tennessee williams
973,Meet John Doe (1941),Comedy|Drama,1941,meet john doe,year_1941 decade_1940s,Comedy Comedy Comedy Drama Drama Drama,journalism,meet john doe year_1941 decade_1940s Comedy Comedy Comedy Drama Drama Drama journalism
986,Fly Away Home (1996),Adventure|Children,1996,fly away home,year_1996 decade_1990s,Adventure Adventure Adventure Children Children Children,animal movie,fly away home year_1996 decade_1990s Adventure Adventure Adventure Children Children Children animal movie
990,Maximum Risk (1996),Action|Adventure|Thriller,1996,maximum risk,year_1996 decade_1990s,Action Action Action Adventure Adventure Adventure Thriller Thriller Thriller,,maximum risk year_1996 decade_1990s Action Action Action Adventure Adventure Adventure Thriller Thriller Thriller
991,Michael Collins (1996),Drama,1996,michael collins,year_1996 decade_1990s,Drama Drama Drama,ireland,michael collins year_1996 decade_1990s Drama Drama Drama ireland
994,Big Night (1996),Comedy|Drama,1996,big night,year_1996 decade_1990s,Comedy Comedy Comedy Drama Drama Drama,food,big night year_1996 decade_1990s Comedy Comedy Comedy Drama Drama Drama food
996,Last Man Standing (1996),Action|Crime|Drama|Thriller,1996,last man standing,year_1996 decade_1990s,Action Action Action Crime Crime Crime Drama Drama Drama Thriller Thriller Thriller,,last man standing year_1996 decade_1990s Action Action Action Crime Crime Crime Drama Drama Drama Thriller Thriller Thriller
999,2 Days in the Valley (1996),Crime|Film-Noir,1996,2 days in the valley,year_1996 decade_1990s,Crime Crime Crime FilmNoir FilmNoir FilmNoir,,2 days in the valley year_1996 decade_1990s Crime Crime Crime FilmNoir FilmNoir FilmNoir
1004,"Glimmer Man, The (1996)",Action|Thriller,1996,glimmer man the,year_1996 decade_1990s,Action Action Action Thriller Thriller Thriller,,glimmer man the year_1996 decade_1990s Action Action Action Thriller Thriller Thriller
1005,D3: The Mighty Ducks (1996),Children|Comedy,1996,d3 the mighty ducks,year_1996 decade_1990s,Children Children Children Comedy Comedy Comedy,,d3 the mighty ducks year_1996 decade_1990s Children Children Children Comedy Comedy Comedy
1006,"Chamber, The (1996)",Drama,1996,chamber the,year_1996 decade_1990s,Drama Drama Drama,john grisham death penalty,chamber the year_1996 decade_1990s Drama Drama Drama john grisham death penalty
1007,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western,1975,apple dumpling gang the,year_1975 decade_1970s,Children Children Children Comedy Comedy Comedy Western Western Western,,apple dumpling gang the year_1975 decade_1970s Children Children Children Comedy Comedy Comedy Western Western Western
1009,Escape to Witch Mountain (1975),Adventure|Children|Fantasy,1975,escape to witch mountain,year_1975 decade_1970s,Adventure Adventure Adventure Children Children Children Fantasy Fantasy Fantasy,,escape to witch mountain year_1975 decade_1970s Adventure Adventure Adventure Children Children Children Fantasy Fantasy Fantasy
1010,"Love Bug, The (1969)",Children|Comedy,1969,love bug the,year_1969 decade_1960s,Children Children Children Comedy Comedy Comedy,race disney,love bug the year_1969 decade_1960s Children Children Children Comedy Comedy Comedy race disney
1011,Herbie Rides Again (1974),Children|Comedy|Fantasy|Romance,1974,herbie rides again,year_1974 decade_1970s,Children Children Children Comedy Comedy Comedy Fantasy Fantasy Fantasy Romance Romance Romance,,herbie rides again year_1974 decade_1970s Children Children Children Comedy Comedy Comedy Fantasy Fantasy Fantasy Romance Romance Romance
1012,Old Yeller (1957),Children|Drama,1957,old yeller,year_1957 decade_1950s,Children Children Children Drama Drama Drama,,old yeller year_1957 decade_1950s Children Children Children Drama Drama Drama
1013,"Parent Trap, The (1961)",Children|Comedy|Romance,1961,parent trap the,year_1961 decade_1960s,Children Children Children Comedy Comedy Comedy Romance Romance Romance,twins,parent trap the year_1961 decade_1960s Children Children Children Comedy Comedy Comedy Romance Romance Romance twins
1014,Pollyanna (1960),Children|Comedy|Drama,1960,pollyanna,year_1960 decade_1960s,Children Children Children Comedy Comedy Comedy Drama Drama Drama,,pollyanna year_1960 decade_1960s Children Children Children Comedy Comedy Comedy Drama Drama Drama
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama,1993,homeward bound the incredible journey,year_1993 decade_1990s,Adventure Adventure Adventure Children Children Children Drama Drama Drama,,homeward bound the incredible journey year_1993 decade_1990s Adventure Adventure Adventure Children Children Children Drama Drama Drama
1016,"Shaggy Dog, The (1959)",Children|Comedy,1959,shaggy dog the,year_1959 decade_1950s,Children Children Children Comedy Comedy Comedy,,shaggy dog the year_1959 decade_1950s Children Children Children Comedy Comedy Comedy
